Наименование;Описание;Город;Телефон 1;Телефон 2;Телефон 3;Telegram 1;Telegram 2;Telegram 3;rating;
Davinchi;рекламная компания;Абакан;89130533747;;;;=;;
Davinchi;рекламная компания;Абакан;89831984371;83902215551;89130527079;;=;;
Favorite;рекламная компания;Абакан;89953742774;89994900527;;https://t.me/strob89;=;;
Flourish;рекламное агентство;Кызыл;;;;;=;;
Flourish;рекламное агентство;Саяногорск;89833787938;;;;=;;
Flourish;рекламное агентство;Абакан;89132077350;89833787938;;https://t.me/+79833787938;=;;
Neon g Media;компания по изготовлению неоновых вывесок и декоративных светильников;Абакан;89832599857;;;;=;;
Print сервис;студия рекламной и сувенирной продукции;Минусинск;89628005080;;;https://t.me/+79503022280;=;;
R-print;рекламное агентство;Абакан;89676003333;;;https://t.me/+79676003333;=;;
Rекламщик 17;;Кызыл;89235474080;;;;=;;
Абсолют;типография;Минусинск;89333311728;89135399695;;;=;;
Аврора принт;типография;Абакан;89835888111;89835897979;;;=;;
Азия 17;рекламное агентство;Кызыл;89233829262;89833669214;;;=;;
Азон;маркетинговое агентство;Абакан;83902313014;;;https://t.me/+79532593123;=;;
Альпатекс;компания высотных работ;Абакан;89233537553;;;;=;;
Аэроплан;рекламное агентство;Кызыл;89133536111;89059206111;;;=;;
Вертикальные технологии;выездная монтажная компания;Абакан;89135460919;;;;=;;
Город мастеров;рекламно-производственная компания;Абакан;89832791234;89233941207;;;=;;
Город`ОК;рекламно-производственная компания;Кызыл;83942221994;89133538858;;;=;;
Графика-Абакан;рекламное агентство;Абакан;89130560888;;;https://t.me/+79130560888;=;;
Да!;мастерская рекламы;Абакан;83902262668;83902266577;;;=;;
Завод пенопластов;;Абакан;83902354511;83902264690;;;=;;
Колибри;рекламная компания;Абакан;89235860499;;;;=;;
Консул;рекламное агентство;Черногорск;89134412777;89233972537;;https://t.me/+79134412777;=;;
Корона;рекламное агентство;Кызыл;83942266123;;;;=;;
Линия рекламы;рекламно-производственная фирма;Абакан;83902223430;83902224122;89135440033;https://t.me/+79135440033;=;;
Логос;рекламно-производственная компания;Абакан;83902352722;89024670995;;;=;;
Мастерская Позитива;рекламно-производственная фирма;Абакан;89610935754;;;;=;;
Мастерская Позитива;рекламно-производственная фирма;Абакан;89235813326;89083264341;;;=;;
Мегаполис;рекламно-производственная компания;Абакан;89235998888;83902328883;;;=;;
Москва;рекламная мастерская;Абакан;89831542385;;;;=;;
Неон 19;компания по изготовлению наружных и интерьерных вывесок из гибкого неона;Абакан;89235921450;;;https://t.me/NEON19_Abakan;=;;
Новатор;компания по изготовлению рекламных конструкций;Абакан;89083266559;;;;=;;
Новая Волна;;Абакан;89235934902;;;;=;;
Организация по производству печатей и штампов;;Абакан;89617410872;;;;=;;
Палитра;производственная фирма;Абакан;88005515976;;;;=;;
Первый Цех;;Абакан;83902354593;89509645005;;;=;;
Пиар;рекламное агентство полного цикла;Абакан;89935571326;;;;=;;
Пик;рекламно-технологический комплекс;Абакан;89617425576;;;;=;;
Пирамида;рекламное агентство;Абакан;89083266136;83902358600;89083266737;https://t.me/+79083266136;https://t.me/+79083266737=;;
Правук;рекламное агентство;Абакан;83902261968;89029966482;;;=;;
Проспект;группа компаний;Абакан;83902305600;83902305550;89135441196;;=;;
Радуга;рекламно-производственная фирма;Абакан;89130494499;83902263701;89138381029;;=;;
Радуга;рекламное агентство;Кызыл;89233807008;83942225825;;;=;;
Реал;рекламная мастерская;Саяногорск;83904267995;89527452201;;;=;;
Реклама Хакасии;;Абакан;89135416607;89069530906;83902298085;https://t.me/+79135416607;=;;
Рекламные технологии;рекламно-полиграфическая компания;Абакан;83902285314;83902285440;83902285363;;=;;
Решение плюс;типография;Черногорск;89061909109;89610937799;89610937999;;=;;
Россувенир;федеральная рекламная компания;Кызыл;88003337139;;;https://t.me/rossuvenir;=;;
Россувенир;федеральная рекламная компания;Абакан;84994330817;;;https://t.me/rossuvenir;=;;
Сиберли;производственный цех;Абакан;89016008885;;;https://t.me/siberly_abakan;=;;
Сиберли;типография;Абакан;83902266988;;;https://t.me/siberly_abakan;=;;
Скрепка;рекламное агентство;Абакан;83902239493;89095258030;;;=;;
Спектрум;рекламно-производственная компания;Абакан;89134444438;89134458013;89130549466;;=;;
Спутник-pro;агентство наружной рекламы;Абакан;89503020606;89588492727;;https://t.me/abakanreklama_sputnikpro;=;;
Стань заметнее;производственная компания;Абакан;89232129273;;;;=;;
Старт;рекламно-производственная компания;Абакан;83902306303;89628005257;89020103038;https://t.me/+79628005257;=;;
Тамерлан;рекламное агентство;Кызыл;89133444033;;;;=;;
Технознак;производственная компания;Абакан;83902326131;89527456131;;;=;;
Феникс;рекламная компания;Абакан;89527459477;89832738232;;;=;;
Фреза-19;компания гравировально-фрезеровочных работ;Абакан;89135445517;;;;=;;
Шевер;рекламное агентство;Кызыл;89293177202;;;;=;;
Неон-Ааа;;Сухум;89407070888;89407250888;89409999888;https://t.me/+79409999888;https://t.me/+79407070888=;;
Alex;центр цифровых технологий;Лениногорск;88559557532;88559558254;;;=;;
Maks Print;;Лениногорск;89196819582;89196434195;;;=;;
Алекс медиа групп;рекламная компания по производству вывесок, наружной и световой рекламы;Лаишево;89178551572;;;;=;;
Артпечать;рекламно-полиграфическая компания;Альметьевск;88553439050;89600811515;89600838104;;=;;
Багетная мастерская;;Заинск;89179085660;;;;=;;
Бим Радио Нурлат;телерадиокомпания;Нурлат;88434592888;;;;=;;
Лайм;рекламное агентство;Альметьевск;89520463737;;;;=;;
Лик-Мастер;рекламное агентство;Бугульма;88559448301;88559440090;89172468959;;=;;
Мастер дома;торговая компания;Арск;88432403534;89030610055;89030613434;;=;;
Мир рекламы;компания;Альметьевск;88553325563;88553350470;89172388308;;=;;
Мой Альметьевск;рекламное агентство полного цикла;Альметьевск;89959070752;;;;=;;
Нейл-Сити;рекламное агентство;Азнакаево;88559251051;89274936251;89276757579;https://t.me/+79276757579;=;;
Новая волна;группа компаний;Альметьевск;88553383788;88553312211;;;=;;
Отражение;Выставочный зал;Альметьевск;89179274975;;;;=;;
Позитив;рекламно-производственная фирма;Бугульма;89046627777;;;;=;;
Полиэкс;;Кукмор;89600545673;;;;=;;
Престиж;рекламный центр;Альметьевск;88553452020;89173932211;;;=;;
Принто;рекламное агентство;Альметьевск;89047658033;88553351725;;;=;;
Реал-Курьер;редакция газеты;Нурлат;89274023753;;;;=;;
Реком;рекламное агентство;Альметьевск;88553312080;;;;=;;
Роланд принт;фирма;Альметьевск;89870644085;;;;=;;
Стимул+;рекламная фирма;Альметьевск;88553439580;89172725761;;;=;;
Тамара;;Альметьевск;88553327502;89172881009;;;=;;
Фаранд;рекламное агентство;Альметьевск;89046686353;89178700529;88553400355;;=;;
Формат;рекламно-производственная фирма;Альметьевск;89600820602;;;;=;;
Цех производственной эстетики;рекламное агентство;Альметьевск;88553300555;;;;=;;
Юла;рекламное агентство полного цикла;Альметьевск;89003294204;;;;=;;
 АбриС;студия;Анадырь;89247859282;89246677111;;;=;;
Brand print;рекламно-производственная компания;Армавир;88613775590;88005551142;;;=;;
Creative print;рекламное агентство;Буденновск;89682666166;;;;=;;
KCart, рекламное агентство;;Новоалександровск;89188619919;;;;=;;
Kreatif;рекламное агентство;Новокубанск;89528384568;89182743765;;;=;;
MarkSKILL, рекламное агентства;;Светлоград;89283399814;;;;=;;
Nmedia;рекламно-производственная компания;Ипатово;89283389831;;;;=;;
Nmedia;рекламно-производственная компания;Кропоткин;89283245441;;;;=;;
SlavMetallRez;;Славянск-на-Кубани;89180651536;89180651576;;;=;;
Vega;компания;Темрюк;89189554626;;;;=;;
Арт Дизайн;рекламное агентство;Светлоград;89187596555;;;;=;;
Арт-мастер;художественная студия;Новоалександровск;88654460950;89034155971;;https://t.me/art_master26;=;;
АртДизайн;рекламное агентство;Светлоград;89197546366;;;;=;;
Вита;рекламное агентство;Армавир;88613771023;89530895300;;;=;;
Гефест21;рекламное агентство;Армавир;89002481461;;;https://t.me/+79530956944;=;;
Графит;рекламно-производственная компания;Армавир;88613730540;;;;=;;
ДонДорСнаб;производственно-рекламная компания;Тимашевск;89189825717;;;https://t.me/+79189825717;=;;
Драккар, рекламное агентство;;Тихорецк;88619674050;;;;=;;
Европа Плюс, радиокомпания;;Буденновск;88655955255;;;;=;;
Европа Плюс, радиокомпания;;Славянск-на-Кубани;89886221004;;;;=;;
Европа Плюс, радиокомпания;;Славянск-на-Кубани;89002570044;89886221004;;;=;;
Изостудия;рекламно-производственная компания;Армавир;88001002218;88613777550;89182407775;https://t.me/+79182407775;=;;
Ильф;рекламное агентство;Темрюк;89181717000;;;;=;;
Компания по изготовлению адресных табличек;;;89286629509;89628668740;;;=;;
Корона Print;;Темрюк;89180005816;89180577737;;;=;;
Мандарин;рекламное агентство;;89180745411;;;;=;;
Мандарин;рекламное агентство;Армавир;89186334414;;;https://t.me/+79186334414;=;;
Навигатор, рекламно-производственная компания;;Буденновск;88655920022;89187559577;;;=;;
Орион Юг, радиокомпания;;;88614570030;;;;=;;
Первый Цех;рекламно-производственная компания;Армавир;88612139920;;;;=;;
Позитив студио;;Лабинск;89184602606;;;;=;;
Радио Шансон, радиокомпания;;Буденновск;88655955225;;;;=;;
Радиоальянс;рекламное агентство;Буденновск;88655955055;88655955155;;;=;;
Радуга, компания наружной рекламы;;Славянск-на-Кубани;89183740916;;;;=;;
Развитие;рекламное агентство;Армавир;89615366155;89181379757;;;=;;
Ракурс;рекламное агентство;Буденновск;89054433407;89188828892;;;=;;
РеклаMix, рекламное агентство;;Изобильный;88654520202;89614520202;89620069169;;=;;
Реклама мама;рекламное агентство;Буденновск;89283142750;;;;=;;
Реклама Сервис;;Приморско-Ахтарск;89288844324;89280386452;;;=;;
Реклама Хаус, рекламное агентство;;Ейск;89181395979;;;;=;;
Рекламное агентство;;;89180202800;;;;=;;
Рекламное агентство;;Армавир;88613753736;89883794455;;;=;;
РПК РИО, рекламное агентство;;Тимашевск;89182623114;;;;=;;
Слон и К;арт-мастерская;Армавир;89184502074;;;;=;;
ТалисманПро;;Ейск;89054742719;;;https://t.me/+79054742719;=;;
Тих-Сити;;Тихорецк;89263977790;;;;=;;
Формат;;Славянск-на-Кубани;89186469299;;;;=;;
Формат;рекламное агентство;Новокубанск;89183640555;89183771436;;;=;;
Фотограф Сергей Ходырев;;;89000000240;;;;=;;
Экспресс, типография;;Славянск-на-Кубани;89184319958;89189862406;;;=;;
Юником;рекламно-производственная компания;Армавир;88613738148;89182640202;;;=;;
Юфо`принт;фотоцентр;Армавир;89189519449;88613750005;;;=;;
24/7;рекламное агентство;Астрахань;89648820303;;;;=;;
8 пунктов;типография;Астрахань;89086140808;88512740808;88512708100;https://t.me/tp_8punktov;=;;
Art Проект;рекламное агентство;Астрахань;89171755581;88512241616;;;=;;
Art-mix;рекламное агентство;Астрахань;89171782122;89171796284;;;=;;
Baobab;мастерская;Астрахань;89616550304;;;;=;;
Gallery;официальный представитель Russ Outodoor;Астрахань;89608655600;89275508484;89371268000;;=;;
portal;рекламная компания;Астрахань;88512431313;88512411114;88512435151;;=;;
PR+;рекламное агентство;Астрахань;89608588559;;;;=;;
Print;дизайн-студия;Астрахань;88512725983;89086125983;88512667570;;=;;
Reklime media;рекламное агентство полного цикла;Астрахань;89648813183;89880605116;;https://t.me/reklime_media;=;;
SunStudio;агентство дизайна интерьеров;Астрахань;89654516295;;;;=;;
Youprint;рекламное агентство;Астрахань;89608541000;;;https://t.me/+79608541000;=;;
А-групп;рекламное агентство;Астрахань;89275681109;88512777069;;;=;;
Абак;рекламное агентство;Астрахань;88512625253;;;;=;;
АБВ Групп;рекламное агентство;Астрахань;88512703333;88512410102;;https://t.me/rudoreklama;=;;
Адонисart30;компания;Астрахань;88512414660;;;;=;;
Алиф;рекламное агентство;Астрахань;89678297900;;;;=;;
Алфавит.Дом рекламы;;Астрахань;89050608030;;;;=;;
Альфа и Омега;рекламно-производственная фирма;Астрахань;88512625253;88512998814;89275698812;;=;;
Арт декор;многопрофильная фирма;Астрахань;88512999061;89275578071;;;=;;
Арт-мастер;компания;Астрахань;89086186812;88512786812;;;=;;
Арт-эффект;;Астрахань;89171812915;;;https://t.me/effect_reklama;=;;
Артпрайм;компания;Астрахань;89375076732;;;;=;;
Астраханская полиграфическая компания;;Астрахань;88512610001;88512262677;89086170006;;=;;
Астраханская рекламная компания;;Астрахань;88512999585;89275699585;;;=;;
Асьянов;типография;Астрахань;88512742227;;;;=;;
Вверх+;фирма;Камызяк;89378229919;;;https://t.me/+79378229919;=;;
Вид;рекламное агентство;Астрахань;88512705733;;;https://t.me/vidreklama;=;;
Все-таблички;производственно-коммерческая фирма;Астрахань;89053615832;;;;=;;
Вывески Pro;;Астрахань;89616535577;;;https://t.me/+79616535577;=;;
Главреклама;рекламное агентство;Астрахань;89962763886;;;https://t.me/glavreklamant;=;;
Квартал;рекламное агентство;Астрахань;89033216569;88512600079;89371280808;https://t.me/kvartalreklama;=;;
Коко;типография;Астрахань;88512997900;89275697900;;;=;;
Кондор;рекламно-производственная фирма;Астрахань;89275547957;89086133473;;;=;;
Креатор;дизайн-бюро;Астрахань;88512513085;;;;=;;
Лерус;рекламное агентство;Астрахань;88512999468;89275630599;;https://t.me/+79275630599;=;;
Лиса;рекламно-полиграфическая компания;Астрахань;89275551122;89371253077;89276622822;https://t.me/+79275551122;=;;
Люкспринт;рекламное агентство;Астрахань;89275801060;;;;=;;
Макис;типография;Астрахань;89270700535;;;;=;;
Март;типография;Астрахань;88512240124;88512621564;;;=;;
МиКс;фотоцентр;Астрахань;89272808585;;;;=;;
Молния;типография;Астрахань;88512488777;88512756756;88512990750;https://t.me/+79086156756;=;;
Огнеон;производственно-коммерческая фирма;Астрахань;88512489666;88512502040;;;=;;
Октанорм;производственно-коммерческая фирма;Астрахань;88512438773;;;;=;;
Олеандр;рекламное агентство;Астрахань;89673377231;89053634653;88512706152;;=;;
Палитра;рекламно-производственная фирма;Астрахань;89171908605;;;https://t.me/vladimsir57;=;;
Печатный дом;типография;Астрахань;88512770064;88512510960;;;=;;
Пиар-34;рекламное агентство;Астрахань;89648873434;89881778393;;;=;;
Подаркиn;;;89371365023;89270740573;;;=;;
Позитив;типография;Астрахань;89996001775;;;https://t.me/+79996001775;=;;
Раса;многопрофильная компания;;89653777444;;;;=;;
Рекламное агентство ;ИП Малахов А.А.;Астрахань;89371252005;;;;=;;
Рекламное агентство;ИП Гнускина Е.Н.;;89648803395;;;https://t.me/+79648803395;=;;
Рекламное товарищество;агентство;Астрахань;89648869842;88512524660;;;=;;
Рекламные мастерские;агентство;Астрахань;89086190007;;;;=;;
РОСТ-А;производственно-рекламная компания;Астрахань;88512520202;89275674589;;;=;;
Сан Групп;студия рекламы;Астрахань;89628622009;88512620626;;https://t.me/sungroup_ast;=;;
Стенды&уголки;компания по изготовлению информационных стендов;Астрахань;89053602864;;;;=;;
Топиар;компания по изготовлению ландшафтных топиарных фигур;Астрахань;89171933161;;;;=;;
Феникс;рекламно-информационное агентство;Астрахань;89023516677;88512518118;;;=;;
Чайка;рекламное агентство;Астрахань;89962752590;;;https://t.me/gull30ru;=;;
Широкоформат;компания;Астрахань;88512997758;;;;=;;
Эксклюзив;рекламное агентство;Астрахань;88512667200;89050600440;;https://t.me/exclusive_reklama30;=;;
Элемент;компания по производству рекламы и тактильных табличек;Астрахань;88512542737;89627533301;;;=;;
Эффект;рекламное агентство;Астрахань;89170000107;88512999060;89171720715;https://t.me/ra_effect;=;;
ЮЛА;рекламная компания ;Астрахань;88512200308;89678220308;;;=;;
Ять;студия дизайна;Астрахань;89086172232;89171726880;;;=;;
Цифровой мир;компания;Карасук;83835531150;89231404420;;;=;;
Цифровой мир;компания;Карасук;89231265106;83835521000;;;=;;
Новый Авангард;типография;Балаково;89272553695;;;;=;;
Реклайм;мастерская рекламы;Балаково;89279111342;;;;=;;
События Вмарксе.ру, информационное агентство;;Маркс;89370251565;;;;=;;
СТАРТ;рекламное агентство;Вольск;89379745933;;;;=;;
Центр Рекламы, рекламное агентство;;Маркс;88456753468;;;;=;;
Экспресс;рекламно-информационное агентство;Балаково;88453334417;88453331896;;;=;;
Pixel;;Барнаул;89609367852;;;;=;;
Poligraf-master;типография;Барнаул;83852529896;89646039896;;;=;;
Prommo;BTL-агентство;Барнаул;83852224532;;;;=;;
Quadra;выставочный зал;Барнаул;89835485959;;;;=;;
Redri;студия дизайна и рекламы;Барнаул;89646033375;83852533375;;;=;;
SMG event;ивент-агентство;Барнаул;89231606386;89831745008;;;=;;
St.decor;;Барнаул;89640866654;89132238008;89039481440;https://t.me/+79640866654;=;;
TvStreet;;Новоалтайск;89835556595;;;;=;;
Vint_22;;Барнаул;89635076203;89635225436;;;=;;
А приори Бэнд;рекламное агентство;Барнаул;89039900127;;;;=;;
А Стиль;рекламное агентство;Барнаул;83852529159;83852252831;89061966116;https://t.me/+79059841570;=;;
А-принт;рекламно-производственная компания;Барнаул;83852555825;;;https://t.me/snorrinort;=;;
А-реклама;студия рекламы;Барнаул;83852604860;;;;=;;
Абанера;рекламно-производственная компания;Барнаул;83852398707;89050811116;;https://t.me/abanera_brn;=;;
Абв-арт;рекламно-производственная компания;Барнаул;89130911169;;;;=;;
Абв-металлоконструкции;;Барнаул;83852694747;;;;=;;
Абрис;рекламное агентство;Барнаул;83852529740;;;;=;;
Абсолют;производственное предприятие;Барнаул;83852669608;83852253871;89609588771;https://t.me/+79609588771;=;;
Абсолют-Групп;рекламно-производственная компания;Барнаул;89132796624;83852631855;89132154872;;=;;
Авантаж;рекламная группа;Барнаул;83852609120;89237228016;89132109120;;=;;
Август;рекламно-производственная компания;Барнаул;89132437507;83852604624;;https://t.me/+79132437507;=;;
Авеню;рекламная компания;Барнаул;83852722272;;;;=;;
